报名者编号,城市,性别,相关经验,报名大学,教育水平,主修学科,经验年限,公司规模,公司类型,最近一次新工作,培训时长,是否通过
71635,重庆市,女,无相关经验,非全日制,硕士,教育学,18,100-500,非政府组织,3,313,否
7761,香港市,男,有相关经验,全日制,硕士,艺术学,20,50-99,非政府组织,2,228,否
3111,合肥市,女,有相关经验,全日制,高中,文学,<1,10-49,非政府组织,>4,181,否
33191,东莞县,男,有相关经验,无,硕士,哲学,15,100-500,其他,4,218,否
90388,秀华市,男,无相关经验,无,专科,工程学,>20,10-49,其他,1,201,否
79346,斌市,男,无相关经验,非全日制,硕士,医学,10,100-500,融资创业公司,4,129,否
34961,荣县,,有相关经验,全日制,本科,医学,4,10-49,私营公司,4,93,否
69889,潜江市,女,无相关经验,无,硕士,理学,15,<10,私营公司,从未,253,否
41863,沈阳县,,有相关经验,全日制,高中,医学,11,<10,非政府组织,从未,53,否
6547,汕尾县,女,有相关经验,非全日制,高中,工程学,20,10-49,非政府组织,3,220,否
3128,杭州县,男,有相关经验,非全日制,专科,经济学,15,50-99,私营公司,>4,328,否
34768,鑫县,男,无相关经验,无,专科,历史学,11,<10,早期创业公司,3,103,否
14159,辛集县,男,有相关经验,无,高中,工程学,1,100-500,早期创业公司,>4,279,否
24898,海燕县,男,有相关经验,非全日制,专科,工程学,>20,<10,融资创业公司,3,305,否
23354,帅县,女,无相关经验,非全日制,本科,医学,5,<10,非政府组织,4,226,否
31542,文县,,无相关经验,非全日制,专科,工程学,10,10-49,非政府组织,4,189,否
23169,晨县,女,有相关经验,全日制,高中,管理学,19,100-500,早期创业公司,从未,45,否
8414,玲县,,无相关经验,全日制,本科,艺术学,16,<10,私营公司,1,161,否
57846,佛山县,女,无相关经验,全日制,专科,文学,6,50-99,其他,1,135,否
98747,兴城市,女,有相关经验,全日制,专科,无主修,15,50-99,公共部门,4,98,否
62114,澳门县,女,无相关经验,非全日制,高中,无主修,15,100-500,早期创业公司,从未,137,否
42319,成都县,女,无相关经验,全日制,硕士,历史学,14,50-99,早期创业公司,从未,242,否
36429,倩县,女,有相关经验,非全日制,本科,艺术学,9,50-99,非政府组织,3,45,否
96724,红市,男,无相关经验,非全日制,高中,艺术学,1,10-49,非政府组织,4,325,否
54946,六盘水县,女,无相关经验,非全日制,专科,哲学,3,<10,早期创业公司,3,272,否
43855,淑英县,,有相关经验,无,专科,历史学,2,50-99,私营公司,3,158,否
19012,勇县,男,无相关经验,非全日制,高中,理学,6,50-99,其他,>4,181,否
95231,拉萨县,,有相关经验,无,本科,文学,6,10-49,非政府组织,3,283,否
70658,艳市,男,无相关经验,无,高中,医学,13,100-500,其他,1,85,否
33665,瑞县,,有相关经验,无,高中,其他,>20,10-49,公共部门,2,196,否
37191,西宁县,,无相关经验,非全日制,本科,管理学,5,10-49,公共部门,>4,292,否
52478,南京县,女,无相关经验,无,专科,文学,3,50-99,非政府组织,从未,226,否
24660,兰州市,女,无相关经验,无,硕士,哲学,19,<10,非政府组织,2,82,否
1169,香港县,男,有相关经验,全日制,高中,管理学,17,50-99,融资创业公司,从未,204,否
57999,大冶市,,有相关经验,无,高中,管理学,12,10-49,私营公司,4,113,否
53978,帆县,,有相关经验,全日制,高中,经济学,11,100-500,早期创业公司,从未,289,否
45158,深圳县,,无相关经验,无,专科,医学,13,10-49,其他,3,258,否
54952,哈尔滨县,男,有相关经验,无,专科,历史学,<1,10-49,非政府组织,>4,198,否
90981,乌鲁木齐市,女,有相关经验,非全日制,本科,无主修,17,100-500,公共部门,>4,180,否
29442,红霞市,女,有相关经验,无,本科,其他,17,10-49,其他,4,293,否
27169,东市,,无相关经验,无,本科,文学,12,50-99,私营公司,>4,119,否
55170,广州市,,有相关经验,全日制,高中,管理学,9,10-49,早期创业公司,4,330,否
60520,利市,女,有相关经验,全日制,本科,艺术学,1,<10,公共部门,从未,183,否
45036,婷市,,有相关经验,非全日制,专科,艺术学,6,100-500,非政府组织,3,154,否
7249,潮州市,男,无相关经验,无,高中,教育学,19,10-49,私营公司,2,119,否
90082,瑜县,,有相关经验,全日制,硕士,哲学,3,<10,早期创业公司,>4,38,否
27102,欣市,男,有相关经验,非全日制,本科,哲学,1,<10,私营公司,4,72,否
21582,郑州市,,无相关经验,全日制,硕士,其他,10,100-500,公共部门,4,237,否
29584,佛山县,,无相关经验,非全日制,本科,历史学,<1,100-500,公共部门,3,202,否
61266,南昌县,女,有相关经验,无,高中,历史学,5,50-99,早期创业公司,3,153,否
78096,波市,,有相关经验,全日制,专科,经济学,5,10-49,融资创业公司,1,48,否
792,平县,女,有相关经验,全日制,硕士,其他,1,10-49,公共部门,>4,243,否
61629,佳市,女,有相关经验,全日制,硕士,哲学,<1,10-49,私营公司,3,258,否
65991,齐齐哈尔县,,无相关经验,非全日制,本科,无主修,11,100-500,早期创业公司,3,195,否
30185,贵阳市,,无相关经验,无,本科,经济学,19,50-99,私营公司,4,24,否
26507,帅县,,有相关经验,非全日制,专科,文学,2,100-500,其他,1,270,否
80957,关岭市,,无相关经验,全日制,高中,理学,14,50-99,早期创业公司,3,302,否
34892,秀芳县,女,有相关经验,无,高中,其他,6,50-99,早期创业公司,3,167,否
51756,瑞县,,无相关经验,无,专科,其他,14,100-500,其他,从未,287,否
54193,英市,,有相关经验,无,高中,医学,5,10-49,非政府组织,2,250,否
29144,璐县,男,有相关经验,非全日制,硕士,哲学,16,<10,早期创业公司,4,255,否
40876,南京市,男,有相关经验,无,硕士,理学,>20,50-99,融资创业公司,4,217,是
38486,刚市,女,有相关经验,无,专科,无主修,17,10-49,公共部门,4,151,否
4761,嘉禾市,男,无相关经验,全日制,本科,历史学,6,<10,其他,1,239,否
92240,燕县,男,有相关经验,全日制,硕士,经济学,12,50-99,私营公司,1,35,否
29693,汕尾县,男,有相关经验,全日制,高中,理学,20,10-49,公共部门,1,214,否
47882,杭州市,女,无相关经验,全日制,本科,哲学,18,10-49,早期创业公司,3,149,否
62801,凤英县,女,有相关经验,无,本科,哲学,12,<10,私营公司,2,52,否
59546,天津市,,无相关经验,非全日制,专科,哲学,9,<10,早期创业公司,从未,335,否
64223,楠县,,有相关经验,全日制,高中,工程学,<1,100-500,非政府组织,>4,108,否
1086,北镇市,男,有相关经验,非全日制,硕士,教育学,5,100-500,其他,2,24,否
34735,婷市,,无相关经验,无,专科,其他,8,<10,私营公司,2,94,否
35063,海口县,男,有相关经验,无,高中,其他,20,100-500,非政府组织,1,84,否
75426,嘉禾县,女,无相关经验,非全日制,专科,文学,11,100-500,私营公司,4,69,否
46268,北京市,,有相关经验,全日制,高中,艺术学,2,<10,早期创业公司,2,54,否
43926,六盘水县,女,有相关经验,全日制,专科,理学,16,100-500,融资创业公司,3,76,否
75257,琳县,女,有相关经验,无,硕士,艺术学,19,50-99,私营公司,从未,248,否
60998,昆明市,男,有相关经验,无,专科,无主修,6,50-99,非政府组织,1,124,否
14013,丽丽市,,无相关经验,全日制,本科,文学,20,50-99,私营公司,1,286,否
87166,彬县,男,有相关经验,非全日制,高中,历史学,8,50-99,融资创业公司,1,241,否
28984,桂珍市,女,有相关经验,非全日制,高中,艺术学,15,<10,公共部门,从未,330,否
47919,成都市,,无相关经验,无,专科,医学,4,100-500,公共部门,2,73,否
36330,刚市,女,无相关经验,非全日制,高中,文学,19,<10,其他,3,304,否
16499,华市,女,有相关经验,非全日制,专科,文学,<1,100-500,私营公司,从未,245,否
89490,辽阳县,女,有相关经验,非全日制,本科,文学,14,10-49,融资创业公司,4,107,否
9268,小红市,男,有相关经验,非全日制,专科,医学,7,100-500,非政府组织,4,315,否
51207,颖县,女,无相关经验,全日制,专科,哲学,20,10-49,公共部门,从未,209,否
14270,刚县,,有相关经验,无,专科,历史学,<1,50-99,融资创业公司,>4,279,否
48275,阜新市,男,无相关经验,非全日制,高中,其他,1,10-49,早期创业公司,2,89,否
54762,英县,,有相关经验,非全日制,本科,管理学,2,10-49,私营公司,1,163,否
49746,淮安县,男,有相关经验,全日制,本科,文学,14,50-99,其他,>4,217,否
34467,合山市,男,无相关经验,无,本科,无主修,16,50-99,公共部门,>4,25,否
40445,马鞍山县,女,有相关经验,非全日制,硕士,医学,17,<10,私营公司,>4,26,否
81690,丽华县,,无相关经验,全日制,硕士,工程学,3,100-500,公共部门,4,109,否
25533,六盘水市,男,无相关经验,全日制,专科,经济学,11,50-99,其他,从未,291,否
33339,台北市,男,有相关经验,非全日制,专科,管理学,14,<10,早期创业公司,从未,29,否
40146,太原县,,无相关经验,非全日制,专科,哲学,13,100-500,私营公司,>4,187,否
91653,贵阳市,,无相关经验,全日制,本科,其他,<1,10-49,公共部门,从未,72,否
99655,六盘水市,,有相关经验,全日制,高中,经济学,8,50-99,其他,>4,162,否
8958,潜江县,男,无相关经验,无,专科,理学,12,<10,公共部门,3,99,否
38460,桂芳市,女,有相关经验,无,高中,历史学,19,<10,公共部门,>4,162,否
57636,军县,女,无相关经验,非全日制,高中,医学,3,10-49,非政府组织,2,270,否
34060,兰州市,,有相关经验,无,高中,经济学,19,50-99,私营公司,3,318,否
32416,红霞县,,有相关经验,无,本科,管理学,10,50-99,其他,从未,18,否
16275,艳市,,无相关经验,非全日制,本科,艺术学,7,<10,融资创业公司,4,208,否
11817,兴城市,女,有相关经验,无,高中,无主修,1,10-49,公共部门,4,20,否
48634,颖县,,无相关经验,无,专科,哲学,<1,100-500,融资创业公司,1,221,否
73295,斌市,男,有相关经验,无,高中,无主修,13,50-99,其他,4,81,否
15312,峰县,,无相关经验,无,专科,文学,11,100-500,非政府组织,4,177,否
72739,帆市,女,无相关经验,全日制,高中,文学,7,<10,公共部门,>4,262,否
11658,柳州县,,无相关经验,无,专科,管理学,19,50-99,早期创业公司,2,130,否
5109,斌县,男,无相关经验,全日制,本科,理学,16,10-49,融资创业公司,从未,312,否
141,淮安县,男,无相关经验,非全日制,专科,医学,2,<10,早期创业公司,>4,197,否
34917,桂香县,男,无相关经验,非全日制,本科,管理学,4,10-49,早期创业公司,从未,286,否
31611,巢湖市,女,无相关经验,无,硕士,理学,6,100-500,非政府组织,4,296,否
87628,重庆市,女,无相关经验,无,本科,其他,9,<10,非政府组织,3,190,否
43704,天津县,,无相关经验,全日制,高中,管理学,16,50-99,私营公司,>4,71,否
18869,惠州县,女,有相关经验,无,高中,哲学,<1,50-99,非政府组织,2,121,否
68031,海门市,男,有相关经验,全日制,高中,经济学,16,100-500,早期创业公司,1,309,否
35881,建军县,女,有相关经验,非全日制,硕士,经济学,12,50-99,其他,3,151,否
36098,芳市,女,有相关经验,全日制,专科,文学,10,<10,公共部门,从未,295,否
47028,海口市,,有相关经验,全日制,硕士,教育学,6,<10,其他,3,124,否
69610,建国市,,无相关经验,全日制,高中,其他,20,10-49,私营公司,>4,297,否
42715,南昌市,女,有相关经验,非全日制,专科,文学,5,100-500,早期创业公司,3,309,否
66852,晨市,,有相关经验,全日制,专科,医学,1,10-49,非政府组织,2,203,否
53457,桂香市,,无相关经验,无,本科,无主修,6,100-500,融资创业公司,从未,165,否
35517,武汉县,男,有相关经验,无,高中,哲学,16,50-99,其他,1,4,否
74465,兴安盟市,男,无相关经验,无,硕士,哲学,6,100-500,公共部门,3,153,否
49895,香港县,,有相关经验,全日制,硕士,艺术学,1,100-500,融资创业公司,>4,3,否
36211,济南市,,有相关经验,非全日制,高中,艺术学,10,50-99,非政府组织,4,25,否
63333,楠县,男,有相关经验,全日制,专科,理学,6,50-99,非政府组织,从未,125,否
1008,荆门县,女,有相关经验,非全日制,硕士,哲学,10,10-49,非政府组织,3,166,否
4591,丽丽县,,有相关经验,无,本科,工程学,17,<10,其他,3,133,是
58941,齐齐哈尔县,,有相关经验,无,专科,经济学,4,50-99,公共部门,从未,81,否
93673,波市,男,无相关经验,无,高中,教育学,17,<10,早期创业公司,3,17,否
26481,银川县,男,无相关经验,全日制,专科,文学,6,50-99,非政府组织,从未,37,否
27163,邯郸市,,无相关经验,非全日制,本科,艺术学,7,100-500,公共部门,从未,124,否
7362,浩县,男,无相关经验,无,专科,艺术学,<1,100-500,公共部门,4,41,否
73846,邯郸市,,无相关经验,全日制,专科,艺术学,3,<10,其他,2,86,否
86766,巢湖县,,有相关经验,无,高中,哲学,1,50-99,私营公司,2,288,否
52895,荆门县,男,有相关经验,全日制,本科,医学,13,50-99,非政府组织,从未,40,否
56850,海燕市,女,有相关经验,全日制,本科,管理学,15,50-99,融资创业公司,从未,250,否
57953,丽丽县,男,无相关经验,非全日制,硕士,艺术学,4,50-99,公共部门,1,222,否
57075,建军县,男,无相关经验,全日制,专科,艺术学,12,10-49,非政府组织,从未,288,否
73141,琳市,男,有相关经验,全日制,高中,理学,17,10-49,私营公司,3,125,否
13011,六盘水县,,无相关经验,无,本科,理学,6,100-500,私营公司,>4,139,否
6860,邯郸市,,无相关经验,全日制,本科,医学,4,50-99,融资创业公司,3,38,否
78325,宜都县,女,有相关经验,无,硕士,哲学,13,10-49,融资创业公司,从未,173,否
80027,巢湖县,,无相关经验,无,高中,医学,11,50-99,融资创业公司,4,150,否
83571,颖县,男,无相关经验,全日制,专科,文学,6,50-99,早期创业公司,4,236,否
29769,海燕县,,无相关经验,全日制,高中,哲学,18,10-49,早期创业公司,3,210,否
95001,玉梅市,男,无相关经验,非全日制,硕士,教育学,5,10-49,非政府组织,1,326,否
52077,合肥县,男,有相关经验,全日制,硕士,医学,19,10-49,其他,从未,264,否
26548,阳市,男,有相关经验,全日制,专科,医学,>20,10-49,其他,1,85,否
43002,伟县,,有相关经验,非全日制,专科,工程学,15,10-49,其他,>4,327,否
13700,建市,女,有相关经验,非全日制,高中,其他,9,50-99,其他,从未,198,否
14338,潜江县,女,有相关经验,非全日制,高中,医学,>20,10-49,融资创业公司,>4,324,否
61295,淑华市,男,有相关经验,全日制,本科,哲学,3,50-99,公共部门,2,262,否
28852,建华市,女,有相关经验,全日制,专科,其他,4,10-49,其他,1,329,否
43221,丹县,女,无相关经验,全日制,专科,管理学,17,<10,公共部门,1,10,否
36726,邯郸县,女,无相关经验,全日制,硕士,无主修,20,10-49,融资创业公司,>4,169,否
3436,雪梅市,男,有相关经验,非全日制,本科,其他,12,<10,私营公司,2,90,否
68316,合肥市,,无相关经验,全日制,专科,工程学,14,100-500,公共部门,1,305,否
26608,宁市,女,无相关经验,全日制,高中,文学,12,<10,融资创业公司,4,133,否
85254,上海县,女,有相关经验,无,硕士,其他,7,<10,其他,>4,251,否
28320,佛山县,男,有相关经验,全日制,高中,教育学,3,10-49,非政府组织,3,22,否
28221,澳门市,女,有相关经验,全日制,专科,教育学,15,10-49,非政府组织,1,278,否
78545,玉梅县,女,无相关经验,非全日制,本科,教育学,18,<10,融资创业公司,2,39,否
