报名者编号,城市,性别,相关经验,报名大学,教育水平,主修学科,经验年限,公司规模,公司类型,最近一次新工作,培训时长
46401,北京市,其他,无相关经验,全日制,专科,经济学,>20,10-49,公共部门,2,314
79938,红霞县,女,无相关经验,无,硕士,文学,>20,50-99,早期创业公司,3,296
19088,英县,其他,有相关经验,全日制,硕士,医学,20,1000-4999,早期创业公司,1,303
66951,东莞县,其他,有相关经验,无,专科,其他,16,10-49,其他,1,36
47216,飞县,女,有相关经验,全日制,专科,历史学,4,10000+,公共部门,>4,191
43846,燕市,男,无相关经验,全日制,博士,其他,5,100-500,私营公司,3,188
77279,长沙县,女,无相关经验,无,博士,管理学,14,<10,公共部门,1,36
70113,海门县,男,无相关经验,全日制,博士,工程学,13,1000-4999,公共部门,4,205
43016,峰市,其他,有相关经验,全日制,高中,理学,4,10-49,其他,1,13
92484,娜市,男,有相关经验,无,专科,理学,12,10000+,融资创业公司,>4,128
51554,建市,其他,无相关经验,全日制,高中,医学,<1,1000-4999,融资创业公司,从未,212
70149,秀英市,女,无相关经验,非全日制,本科,医学,11,500-999,公共部门,>4,331
23580,太原县,男,无相关经验,无,高中,无主修,11,50-99,其他,2,304
89346,马鞍山市,其他,有相关经验,非全日制,专科,理学,>20,100-500,非政府组织,2,73
47978,凤英县,其他,有相关经验,非全日制,硕士,医学,19,50-99,公共部门,4,181
77032,银川市,其他,有相关经验,全日制,博士,教育学,17,<10,早期创业公司,1,160
31136,桂荣市,女,有相关经验,无,高中,医学,20,10000+,早期创业公司,从未,151
21000,张家港市,其他,无相关经验,全日制,专科,哲学,10,5000-9999,公共部门,1,236
61301,佛山市,男,无相关经验,全日制,硕士,教育学,5,100-500,私营公司,2,55
44827,合肥市,女,无相关经验,无,高中,无主修,18,500-999,非政府组织,3,182
82029,惠州县,其他,无相关经验,全日制,高中,其他,15,10000+,其他,4,256
41396,玉梅市,女,有相关经验,全日制,博士,理学,7,100-500,早期创业公司,3,198
73354,军县,其他,无相关经验,全日制,本科,其他,8,10-49,其他,1,175
40325,福州市,其他,无相关经验,非全日制,专科,管理学,15,5000-9999,早期创业公司,从未,98
56959,福州市,女,有相关经验,非全日制,本科,教育学,13,1000-4999,公共部门,1,285
75368,阜新市,男,有相关经验,无,高中,文学,13,10-49,私营公司,2,69
56533,通辽市,其他,无相关经验,全日制,本科,工程学,11,10-49,私营公司,1,143
84238,静市,男,无相关经验,非全日制,本科,教育学,5,100-500,融资创业公司,1,237
72307,杭州县,男,无相关经验,非全日制,专科,管理学,4,<10,公共部门,从未,273
55577,帅市,男,有相关经验,全日制,专科,管理学,13,50-99,早期创业公司,从未,254
35693,西安市,女,无相关经验,非全日制,博士,教育学,11,500-999,公共部门,2,242
81693,佳市,男,有相关经验,无,硕士,理学,2,500-999,公共部门,3,207
56918,晶县,女,有相关经验,无,硕士,文学,1,100-500,非政府组织,>4,327
79680,广州县,女,无相关经验,无,博士,历史学,4,50-99,融资创业公司,从未,314
26457,冬梅县,男,无相关经验,非全日制,硕士,经济学,8,500-999,公共部门,2,275
13887,淑英县,女,有相关经验,无,本科,管理学,19,500-999,融资创业公司,2,56
3515,红县,男,无相关经验,非全日制,博士,其他,12,<10,非政府组织,4,243
27896,博县,男,无相关经验,非全日制,硕士,教育学,15,<10,早期创业公司,3,126
24004,辛集市,其他,有相关经验,全日制,博士,哲学,1,1000-4999,融资创业公司,3,191
51852,荆门县,其他,有相关经验,非全日制,硕士,无主修,8,5000-9999,早期创业公司,从未,272
10055,关岭县,女,无相关经验,全日制,高中,文学,8,1000-4999,私营公司,从未,286
58831,香港县,其他,无相关经验,无,高中,管理学,19,1000-4999,非政府组织,1,34
86131,玉梅市,女,有相关经验,全日制,高中,艺术学,2,50-99,非政府组织,3,312
57295,郑州县,男,有相关经验,非全日制,博士,文学,13,10000+,融资创业公司,从未,24
12941,军县,女,有相关经验,非全日制,硕士,经济学,4,1000-4999,融资创业公司,>4,165
17734,华县,男,有相关经验,非全日制,本科,教育学,10,<10,其他,3,267
45963,雪县,女,无相关经验,无,高中,经济学,11,<10,早期创业公司,从未,213
367,潜江市,女,无相关经验,全日制,高中,艺术学,16,10000+,公共部门,1,306
89995,银川县,其他,有相关经验,非全日制,本科,工程学,3,5000-9999,公共部门,3,72
5397,成都县,女,无相关经验,非全日制,本科,无主修,16,500-999,私营公司,3,42
65507,长沙县,女,有相关经验,无,硕士,经济学,12,10000+,融资创业公司,4,22
89057,佛山市,男,无相关经验,全日制,硕士,艺术学,12,500-999,早期创业公司,2,123
20894,磊市,其他,无相关经验,全日制,硕士,其他,3,500-999,公共部门,从未,212
1050,兰英市,男,无相关经验,非全日制,本科,无主修,16,500-999,公共部门,2,87
38840,建县,其他,无相关经验,全日制,专科,文学,>20,1000-4999,融资创业公司,1,292
57556,龙市,女,无相关经验,非全日制,硕士,理学,14,5000-9999,非政府组织,4,190
4779,健市,女,无相关经验,无,专科,管理学,9,50-99,早期创业公司,1,156
1649,通辽市,男,无相关经验,无,硕士,教育学,<1,500-999,融资创业公司,>4,96
92969,柳市,男,无相关经验,无,高中,教育学,16,5000-9999,非政府组织,>4,50
13106,香港县,女,无相关经验,全日制,高中,哲学,12,100-500,早期创业公司,3,260
93592,红霞市,其他,无相关经验,全日制,专科,文学,14,5000-9999,公共部门,1,275
2329,建市,女,无相关经验,非全日制,博士,艺术学,4,<10,其他,从未,170
63302,合山市,女,有相关经验,无,硕士,无主修,5,10000+,早期创业公司,3,90
38459,秀云市,其他,无相关经验,全日制,博士,管理学,17,10-49,非政府组织,3,252
83313,拉萨市,女,无相关经验,无,专科,理学,16,1000-4999,其他,>4,14
90097,洋县,其他,有相关经验,全日制,本科,工程学,14,1000-4999,融资创业公司,4,335
48000,红市,女,无相关经验,全日制,专科,哲学,6,100-500,私营公司,>4,78
67793,通辽县,女,无相关经验,非全日制,高中,艺术学,19,5000-9999,公共部门,1,81
62115,乌鲁木齐市,其他,无相关经验,全日制,专科,无主修,18,100-500,私营公司,从未,288
29255,汕尾县,女,有相关经验,全日制,本科,管理学,20,1000-4999,非政府组织,从未,211
99851,斌市,女,有相关经验,无,博士,医学,19,500-999,早期创业公司,3,111
570,沈阳县,女,无相关经验,非全日制,博士,教育学,7,<10,非政府组织,1,123
59592,汕尾市,男,无相关经验,全日制,硕士,管理学,5,10000+,融资创业公司,1,203
20205,玲市,女,无相关经验,非全日制,博士,其他,18,1000-4999,非政府组织,>4,175
47399,秀芳县,女,有相关经验,非全日制,硕士,艺术学,20,100-500,非政府组织,4,247
11024,哈尔滨市,女,无相关经验,全日制,博士,理学,9,1000-4999,早期创业公司,4,264
88698,关岭市,男,有相关经验,全日制,高中,工程学,11,50-99,早期创业公司,3,285
28932,华市,其他,无相关经验,无,高中,工程学,19,1000-4999,私营公司,3,104
56494,乌鲁木齐县,男,无相关经验,非全日制,硕士,理学,7,50-99,私营公司,从未,69
82935,芳县,男,有相关经验,无,博士,无主修,5,<10,其他,1,28
93907,秀华县,女,有相关经验,无,高中,经济学,>20,10-49,公共部门,>4,100
60614,杭州县,其他,有相关经验,非全日制,高中,工程学,5,500-999,私营公司,>4,102
48095,沈阳市,男,有相关经验,无,高中,工程学,12,10-49,融资创业公司,2,46
31675,关岭市,其他,无相关经验,非全日制,专科,历史学,20,1000-4999,融资创业公司,>4,63
59307,瑞县,女,无相关经验,非全日制,博士,哲学,6,5000-9999,融资创业公司,从未,9
51101,龙县,女,无相关经验,非全日制,高中,医学,8,5000-9999,早期创业公司,>4,25
38789,玉珍市,女,无相关经验,全日制,博士,管理学,10,50-99,公共部门,从未,329
64308,英县,女,无相关经验,无,博士,医学,15,10000+,其他,3,230
50736,齐齐哈尔市,男,无相关经验,非全日制,硕士,经济学,2,1000-4999,早期创业公司,>4,304
90516,龙市,其他,有相关经验,非全日制,专科,教育学,7,<10,其他,3,200
71923,六安市,其他,有相关经验,全日制,硕士,无主修,15,<10,私营公司,2,196
79392,大冶县,其他,有相关经验,非全日制,高中,文学,20,10-49,其他,1,68
43945,霞市,女,无相关经验,全日制,硕士,教育学,10,500-999,融资创业公司,3,233
13678,晨县,女,有相关经验,全日制,博士,教育学,16,5000-9999,私营公司,从未,281
62512,龙市,男,无相关经验,无,博士,哲学,<1,1000-4999,私营公司,从未,185
9195,淑华市,女,无相关经验,无,硕士,文学,7,10-49,非政府组织,1,255
20854,桂珍市,其他,有相关经验,无,硕士,经济学,1,10000+,早期创业公司,4,115
49399,兴安盟市,男,无相关经验,全日制,专科,哲学,4,10000+,公共部门,1,168
30644,南京市,男,无相关经验,全日制,硕士,管理学,6,10000+,其他,2,284
96249,兰州县,男,无相关经验,非全日制,硕士,理学,12,50-99,早期创业公司,4,94
26287,志强县,男,有相关经验,非全日制,专科,理学,13,10000+,非政府组织,3,175
72691,凯市,其他,有相关经验,无,博士,无主修,1,10000+,其他,>4,280
24195,潮州县,其他,有相关经验,无,本科,哲学,14,<10,公共部门,4,240
12130,潮州市,男,有相关经验,无,高中,医学,2,10-49,公共部门,从未,81
89774,鑫市,其他,无相关经验,无,硕士,工程学,19,10-49,早期创业公司,2,243
85002,晨县,其他,有相关经验,非全日制,高中,理学,10,5000-9999,其他,1,108
89844,凯市,男,无相关经验,非全日制,本科,文学,9,1000-4999,早期创业公司,3,325
78380,娟市,女,有相关经验,无,博士,其他,1,1000-4999,早期创业公司,从未,270
12011,西安县,其他,有相关经验,无,专科,经济学,1,500-999,其他,4,20
34384,邯郸县,其他,无相关经验,全日制,硕士,文学,<1,5000-9999,融资创业公司,3,275
40607,浩县,男,有相关经验,全日制,硕士,工程学,20,10000+,其他,>4,197
66497,武汉市,男,无相关经验,非全日制,博士,艺术学,14,10000+,融资创业公司,3,125
68572,六盘水县,其他,无相关经验,全日制,专科,经济学,4,50-99,早期创业公司,4,132
36438,海燕市,男,有相关经验,全日制,高中,经济学,14,50-99,公共部门,4,4
14979,辛集县,其他,有相关经验,无,硕士,医学,9,1000-4999,私营公司,4,213
59224,福州县,女,无相关经验,非全日制,高中,经济学,6,<10,公共部门,2,125
85890,波市,女,有相关经验,全日制,博士,教育学,<1,5000-9999,公共部门,>4,329
32067,邯郸市,其他,无相关经验,全日制,硕士,文学,19,<10,融资创业公司,>4,228
50429,北京市,男,有相关经验,非全日制,高中,管理学,15,100-500,其他,2,293
31580,东莞县,男,无相关经验,无,高中,工程学,7,5000-9999,公共部门,4,138
28248,萍县,女,有相关经验,非全日制,专科,理学,11,5000-9999,公共部门,4,40
9769,天津县,男,有相关经验,全日制,博士,艺术学,20,50-99,非政府组织,4,63
18988,合山市,男,有相关经验,非全日制,博士,无主修,10,10000+,早期创业公司,4,238
68216,婷婷市,其他,无相关经验,无,专科,历史学,5,5000-9999,私营公司,>4,4
45008,香港县,男,有相关经验,非全日制,高中,无主修,13,<10,其他,1,283
50322,建县,女,无相关经验,无,硕士,经济学,10,1000-4999,融资创业公司,2,263
31572,秀英市,女,无相关经验,全日制,高中,其他,8,<10,私营公司,4,5
87728,红梅县,男,无相关经验,全日制,硕士,工程学,<1,100-500,公共部门,4,82
10346,北镇市,男,无相关经验,非全日制,专科,医学,5,50-99,非政府组织,从未,48
99622,太原县,其他,有相关经验,无,硕士,管理学,17,<10,公共部门,2,267
14456,雪县,其他,无相关经验,全日制,专科,经济学,7,10000+,非政府组织,从未,206
73418,利市,女,有相关经验,无,硕士,理学,10,500-999,私营公司,1,145
20458,彬县,其他,有相关经验,无,博士,医学,8,10-49,融资创业公司,从未,333
27694,沈阳县,其他,无相关经验,无,本科,工程学,4,50-99,其他,1,72
42026,凤兰县,女,无相关经验,全日制,高中,哲学,20,50-99,公共部门,>4,216
88484,淮安县,其他,无相关经验,非全日制,高中,哲学,20,500-999,融资创业公司,从未,121
65144,凯县,其他,无相关经验,无,专科,哲学,6,1000-4999,早期创业公司,2,103
59220,阜新县,女,有相关经验,无,博士,无主修,18,500-999,私营公司,>4,46
62484,深圳县,女,有相关经验,无,本科,历史学,13,1000-4999,早期创业公司,3,112
76781,荆门市,男,有相关经验,全日制,本科,经济学,20,10-49,私营公司,从未,28
8588,台北县,其他,有相关经验,全日制,专科,医学,5,5000-9999,其他,从未,212
77759,辛集市,女,无相关经验,非全日制,硕士,哲学,18,10000+,公共部门,4,276
89988,金凤市,女,无相关经验,非全日制,硕士,其他,<1,5000-9999,融资创业公司,3,112
4557,兵县,女,有相关经验,全日制,硕士,无主修,3,5000-9999,公共部门,>4,215
99412,帆县,其他,无相关经验,全日制,专科,经济学,3,5000-9999,其他,4,253
90004,宁市,女,无相关经验,全日制,本科,管理学,7,100-500,私营公司,3,19
57051,杰县,女,无相关经验,无,本科,教育学,16,1000-4999,公共部门,4,255
56530,东莞县,男,有相关经验,非全日制,硕士,管理学,<1,1000-4999,其他,2,243
90354,丹丹市,男,无相关经验,非全日制,高中,经济学,12,100-500,融资创业公司,3,304
27811,林县,女,有相关经验,全日制,博士,工程学,1,100-500,其他,2,41
19855,武汉市,男,无相关经验,全日制,硕士,文学,<1,100-500,其他,2,61
21217,重庆县,女,无相关经验,非全日制,高中,管理学,>20,50-99,其他,从未,315
59994,拉萨市,其他,有相关经验,非全日制,高中,工程学,10,10-49,其他,从未,21
68640,凯市,其他,有相关经验,全日制,本科,医学,12,10-49,公共部门,1,332
25261,梧州县,其他,无相关经验,全日制,博士,艺术学,9,10-49,早期创业公司,从未,47
70493,潜江市,女,有相关经验,非全日制,高中,理学,11,<10,其他,4,22
51194,拉萨市,男,有相关经验,全日制,硕士,理学,5,1000-4999,非政府组织,1,85
86732,桂兰市,其他,无相关经验,全日制,博士,工程学,8,50-99,公共部门,从未,263
48369,桂香县,女,有相关经验,全日制,硕士,其他,17,10000+,私营公司,3,105
48542,婷市,其他,无相关经验,非全日制,专科,无主修,8,500-999,公共部门,3,226
38528,柳州县,男,无相关经验,全日制,高中,历史学,>20,500-999,其他,从未,22
43185,淮安市,男,有相关经验,全日制,博士,理学,10,50-99,其他,>4,66
87940,阳县,女,有相关经验,全日制,专科,经济学,8,<10,私营公司,1,267
18598,柳州县,男,无相关经验,非全日制,高中,医学,>20,500-999,非政府组织,1,304
75716,大冶县,男,无相关经验,全日制,硕士,教育学,18,500-999,早期创业公司,4,334
