city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
重庆市,0.924,男,无相关经验,全日制课程,本科,理工科,,,,1年内,39,1.0
江西省,0.92,,无相关经验,未入学,本科,理工科,,1000-4999人,私营公司,1年内,20,0.0
云南省,0.92,男,有相关经验,全日制课程,本科,理工科,超过20年,10000人以上,私营公司,1年内,40,0.0
甘肃省,0.92,男,有相关经验,未入学,硕士,理工科,超过20年,少于10人,私营公司,超过4年,56,0.0
海南省,0.555,,无相关经验,全日制课程,本科,理工科,,,,1年内,106,0.0
上海市,0.926,男,有相关经验,非全日制课程,本科,理工科,,500-999人,私营公司,,64,0.0
辽宁省,0.754,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,1年内,51,0.0
四川省,0.855,女,有相关经验,全日制课程,本科,理工科,,1000-4999人,私营公司,,41,0.0
贵州省,0.92,,有相关经验,未入学,本科,理工科,,100-500人,私营公司,超过4年,150,0.0
重庆市,0.579,男,有相关经验,未入学,本科,理工科,,10-49人,私营公司,1年内,320,0.0
香港特别行政区,0.897,男,有相关经验,未入学,硕士,理工科,,,,从未,20,0.0
重庆市,0.624,男,无相关经验,全日制课程,,,,1000-4999人,私营公司,1年内,9,1.0
四川省,0.804,男,有相关经验,全日制课程,本科,理工科,,5000-9999人,私营公司,1年内,74,0.0
湖北省,0.624,男,有相关经验,未入学,硕士,理工科,,,公共部门,1年内,129,1.0
宁夏回族自治区,0.855,女,有相关经验,未入学,硕士,理工科,,,,1年内,42,0.0
澳门特别行政区,0.913,,无相关经验,未入学,高中,,,100-500人,私营公司,从未,58,0.0
江西省,0.92,男,无相关经验,全日制课程,高中,,,,,1年内,126,1.0
上海市,0.92,,无相关经验,未入学,高中,,,,,1年内,45,1.0
黑龙江省,0.923,男,有相关经验,未入学,本科,理工科,超过20年,10-49人,私营公司,超过4年,166,0.0
广西壮族自治区,0.913,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,110,0.0
贵州省,0.92,男,有相关经验,全日制课程,本科,理工科,超过20年,,,1年内,37,0.0
江苏省,0.804,女,有相关经验,非全日制课程,本科,理工科,,,,1年内,95,1.0
澳门特别行政区,0.92,男,有相关经验,未入学,本科,理工科,超过20年,,,超过4年,29,1.0
河南省,0.926,男,有相关经验,未入学,硕士,理工科,超过20年,50-99人,私营公司,超过4年,31,0.0
山东省,0.743,男,无相关经验,全日制课程,硕士,理工科,,50-99人,私营公司,超过4年,97,0.0
湖北省,0.926,男,无相关经验,未入学,小学,,,,,从未,16,0.0
重庆市,0.92,男,无相关经验,未入学,小学,,,,,从未,14,0.0
天津市,0.804,男,有相关经验,未入学,博士,理工科,超过20年,100-500人,私营公司,超过4年,206,0.0
黑龙江省,0.92,女,有相关经验,未入学,本科,理工科,,10-49人,融资创业公司,1年内,204,0.0
甘肃省,0.92,男,有相关经验,未入学,硕士,理工科,,10000人以上,私营公司,,116,0.0
浙江省,0.804,,有相关经验,未入学,硕士,理工科,,100-500人,私营公司,,161,0.0
澳门特别行政区,0.92,男,有相关经验,未入学,本科,理工科,超过20年,,,超过4年,25,1.0
江西省,0.92,,有相关经验,未入学,本科,理工科,,500-999人,私营公司,超过4年,94,0.0
西藏自治区,0.92,,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,超过4年,16,0.0
宁夏回族自治区,0.698,男,有相关经验,全日制课程,硕士,理工科,,,,1年内,100,0.0
广东省,0.92,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,从未,107,0.0
浙江省,0.769,男,有相关经验,非全日制课程,硕士,理工科,,,,1年内,17,0.0
湖南省,0.91,男,有相关经验,未入学,本科,理工科,,少于10人,私营公司,1年内,140,0.0
浙江省,0.939,男,有相关经验,未入学,本科,人文学科,,10000人以上,私营公司,,75,0.0
北京市,0.939,,有相关经验,未入学,高中,,,,,1年内,59,0.0
上海市,0.899,,有相关经验,未入学,高中,,,50-99人,,1年内,146,0.0
湖北省,0.865,,无相关经验,未入学,,,,,,从未,302,0.0
宁夏回族自治区,0.855,女,有相关经验,未入学,硕士,理工科,,100-500人,私营公司,,42,1.0
澳门特别行政区,0.92,,有相关经验,未入学,本科,无专业,,,私营公司,1年内,131,0.0
西藏自治区,0.698,,有相关经验,非全日制课程,高中,,,,,,74,0.0
四川省,0.91,女,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,1年内,22,0.0
河南省,0.804,,无相关经验,未入学,本科,理工科,,,,从未,53,1.0
云南省,0.913,男,有相关经验,未入学,硕士,理工科,超过20年,500-999人,私营公司,超过4年,143,0.0
河北省,0.855,女,有相关经验,未入学,本科,理工科,,50-99人,私营公司,,72,0.0
内蒙古自治区,0.92,男,有相关经验,未入学,高中,,,500-999人,私营公司,1年内,7,0.0
贵州省,0.897,男,无相关经验,全日制课程,本科,理工科,,50-99人,初创公司,1年内,182,0.0
内蒙古自治区,0.915,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,,50,0.0
山东省,0.887,男,有相关经验,未入学,高中,,,50-99人,公共部门,1年内,82,0.0
山西省,0.91,男,有相关经验,,本科,理工科,,10000人以上,私营公司,1年内,58,0.0
四川省,0.924,,有相关经验,未入学,本科,理工科,,10-49人,私营公司,1年内,94,0.0
上海市,0.624,男,有相关经验,未入学,本科,理工科,,少于10人,,,60,1.0
浙江省,0.802,男,有相关经验,全日制课程,硕士,理工科,,100-500人,私营公司,,124,0.0
青海省,0.6890000000000001,,无相关经验,未入学,小学,,,,,,46,0.0
浙江省,0.698,男,无相关经验,全日制课程,硕士,理工科,,,非政府组织,,57,1.0
四川省,0.92,女,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,17,0.0
澳门特别行政区,0.92,,有相关经验,未入学,本科,理工科,,5000-9999人,私营公司,超过4年,101,0.0
河北省,0.698,男,无相关经验,未入学,小学,,,,私营公司,从未,31,0.0
澳门特别行政区,0.897,男,有相关经验,未入学,本科,理工科,超过20年,,,1年内,36,0.0
新疆维吾尔自治区,0.893,男,有相关经验,非全日制课程,本科,理工科,,,,,198,0.0
江苏省,0.91,男,无相关经验,未入学,硕士,理工科,,10000人以上,私营公司,从未,31,0.0
江西省,0.55,,有相关经验,,硕士,理工科,,50-99人,私营公司,1年内,12,0.0
重庆市,0.92,男,有相关经验,未入学,本科,理工科,超过20年,50-99人,融资创业公司,1年内,31,0.0
甘肃省,0.92,男,有相关经验,未入学,本科,理工科,,,,超过4年,26,1.0
海南省,0.92,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,55,0.0
山东省,0.624,男,有相关经验,未入学,本科,理工科,,,,超过4年,8,1.0
陕西省,0.91,男,有相关经验,未入学,高中,,超过20年,100-500人,私营公司,超过4年,38,0.0
湖北省,0.899,男,有相关经验,未入学,本科,人文学科,,,,,8,0.0
新疆维吾尔自治区,0.878,男,有相关经验,未入学,硕士,理工科,超过20年,1000-4999人,私营公司,,32,1.0
福建省,0.7759999999999999,男,有相关经验,非全日制课程,本科,理工科,,100-500人,融资创业公司,超过4年,51,0.0
江西省,0.804,男,有相关经验,全日制课程,本科,理工科,,5000-9999人,私营公司,,22,0.0
黑龙江省,0.926,男,有相关经验,全日制课程,高中,,,,,1年内,17,0.0
山东省,0.91,男,无相关经验,,,,,,,从未,24,0.0
香港特别行政区,0.899,男,有相关经验,未入学,本科,理工科,,10-49人,融资创业公司,1年内,19,0.0
北京市,0.624,男,有相关经验,全日制课程,硕士,理工科,,50-99人,私营公司,,46,1.0
广西壮族自治区,0.91,女,有相关经验,未入学,本科,理工科,,50-99人,私营公司,超过4年,15,0.0
台湾省,0.92,男,有相关经验,未入学,硕士,理工科,超过20年,,,超过4年,23,1.0
广西壮族自治区,0.893,男,有相关经验,未入学,本科,理工科,超过20年,100-500人,私营公司,超过4年,38,0.0
陕西省,0.624,,无相关经验,全日制课程,硕士,理工科,,,,从未,46,1.0
内蒙古自治区,0.804,,无相关经验,全日制课程,本科,商学,少于1年,,,从未,214,0.0
香港特别行政区,0.92,男,有相关经验,未入学,本科,理工科,超过20年,1000-4999人,公共部门,超过4年,52,0.0
黑龙江省,0.92,女,无相关经验,未入学,本科,理工科,少于1年,,,从未,22,1.0
山西省,0.926,男,有相关经验,未入学,硕士,理工科,,100-500人,私营公司,,65,0.0
台湾省,0.92,,有相关经验,全日制课程,本科,无专业,,50-99人,私营公司,1年内,64,0.0
辽宁省,0.92,男,有相关经验,未入学,本科,理工科,,5000-9999人,私营公司,,86,0.0
上海市,0.887,男,无相关经验,全日制课程,本科,理工科,,,,1年内,52,1.0
内蒙古自治区,0.897,,有相关经验,未入学,硕士,理工科,,,,超过4年,21,0.0
新疆维吾尔自治区,0.926,男,无相关经验,未入学,本科,理工科,,1000-4999人,公共部门,1年内,86,0.0
天津市,0.897,男,无相关经验,全日制课程,硕士,理工科,,,,,288,1.0
新疆维吾尔自治区,0.91,男,有相关经验,未入学,硕士,理工科,超过20年,100-500人,私营公司,超过4年,53,0.0
四川省,0.939,男,有相关经验,未入学,本科,理工科,,50-99人,,1年内,60,0.0
黑龙江省,0.91,男,有相关经验,未入学,硕士,理工科,,,,超过4年,178,0.0
湖南省,0.939,男,有相关经验,未入学,博士,理工科,超过20年,50-99人,私营公司,,166,0.0
北京市,0.924,男,有相关经验,未入学,博士,人文学科,超过20年,,,1年内,62,0.0
上海市,0.624,男,有相关经验,全日制课程,本科,理工科,,10000人以上,,1年内,35,0.0
北京市,0.92,男,有相关经验,未入学,本科,理工科,,100-500人,私营公司,超过4年,106,0.0
广西壮族自治区,0.836,男,无相关经验,未入学,本科,理工科,,少于10人,私营公司,从未,58,0.0
湖南省,0.698,男,有相关经验,全日制课程,硕士,,,,,,44,1.0
西藏自治区,0.91,男,有相关经验,,硕士,理工科,,50-99人,融资创业公司,1年内,72,0.0
江苏省,0.92,,有相关经验,未入学,高中,,,10000人以上,私营公司,1年内,80,0.0
重庆市,0.939,男,有相关经验,未入学,硕士,理工科,,5000-9999人,非政府组织,,166,0.0
北京市,0.895,,有相关经验,未入学,硕士,理工科,超过20年,100-500人,私营公司,1年内,25,0.0
安徽省,0.92,男,有相关经验,未入学,本科,商学,超过20年,10000人以上,私营公司,从未,109,0.0
安徽省,0.884,男,有相关经验,未入学,本科,理工科,,少于10人,初创公司,1年内,37,0.0
江苏省,0.55,,无相关经验,全日制课程,本科,理工科,,,,从未,55,1.0
云南省,0.92,男,无相关经验,,,,,,,从未,32,0.0
澳门特别行政区,0.89,男,无相关经验,未入学,本科,理工科,,50-99人,私营公司,,51,0.0
山西省,0.92,男,有相关经验,未入学,本科,理工科,,50-99人,融资创业公司,1年内,84,0.0
海南省,0.926,男,有相关经验,未入学,本科,理工科,超过20年,500-999人,非政府组织,1年内,72,0.0
辽宁省,0.887,男,有相关经验,未入学,高中,,超过20年,100-500人,私营公司,1年内,47,0.0
天津市,0.855,男,无相关经验,全日制课程,本科,理工科,,,,,47,0.0
北京市,0.754,男,有相关经验,,高中,,,少于10人,融资创业公司,,20,0.0
河南省,0.624,男,有相关经验,未入学,本科,理工科,,,,1年内,198,1.0
四川省,0.92,男,无相关经验,未入学,本科,其他,,1000-4999人,公共部门,1年内,64,0.0
河南省,0.8959999999999999,男,有相关经验,未入学,硕士,理工科,,10000人以上,私营公司,超过4年,23,1.0
北京市,0.884,男,无相关经验,全日制课程,硕士,理工科,,100-500人,公共部门,,96,0.0
河北省,0.624,男,无相关经验,未入学,高中,,,,私营公司,从未,306,0.0
安徽省,0.754,男,有相关经验,未入学,本科,理工科,,少于10人,非政府组织,1年内,8,0.0
天津市,0.762,男,有相关经验,未入学,本科,理工科,超过20年,100-500人,私营公司,1年内,48,0.0
广西壮族自治区,0.624,男,有相关经验,未入学,本科,理工科,,10-49人,私营公司,1年内,98,1.0
贵州省,0.926,,无相关经验,未入学,博士,理工科,,500-999人,非政府组织,从未,46,0.0
广西壮族自治区,0.92,男,无相关经验,全日制课程,本科,理工科,,,,1年内,53,1.0
广西壮族自治区,0.92,男,有相关经验,未入学,本科,文学,超过20年,少于10人,私营公司,1年内,102,0.0
重庆市,0.92,,无相关经验,全日制课程,本科,理工科,,,,1年内,76,0.0
安徽省,0.92,男,无相关经验,未入学,小学,,,,,从未,43,0.0
内蒙古自治区,0.92,男,无相关经验,未入学,本科,理工科,超过20年,50-99人,私营公司,超过4年,32,0.0
辽宁省,0.855,,有相关经验,未入学,本科,理工科,,,,1年内,54,0.0
福建省,0.767,,有相关经验,全日制课程,硕士,理工科,,10-49人,私营公司,1年内,7,0.0
广东省,0.884,女,有相关经验,未入学,硕士,理工科,,,,,322,1.0
河南省,0.847,,有相关经验,未入学,,,超过20年,500-999人,,从未,96,0.0
云南省,0.92,女,有相关经验,全日制课程,本科,理工科,,5000-9999人,私营公司,1年内,7,0.0
河北省,0.91,男,有相关经验,未入学,本科,理工科,,10-49人,私营公司,1年内,53,0.0
陕西省,0.855,男,有相关经验,未入学,本科,理工科,,10-49人,融资创业公司,1年内,161,0.0
北京市,0.897,男,无相关经验,未入学,硕士,理工科,,10-49人,私营公司,1年内,11,0.0
安徽省,0.8270000000000001,,有相关经验,未入学,本科,理工科,,100-500人,公共部门,,6,0.0
澳门特别行政区,0.624,男,无相关经验,全日制课程,本科,理工科,,50-99人,,1年内,72,1.0
贵州省,0.794,女,有相关经验,未入学,硕士,人文学科,,50-99人,私营公司,1年内,182,0.0
湖北省,0.939,男,有相关经验,未入学,本科,理工科,超过20年,5000-9999人,私营公司,超过4年,67,0.0
黑龙江省,0.527,女,无相关经验,未入学,本科,理工科,,,,1年内,50,0.0
黑龙江省,0.884,女,无相关经验,非全日制课程,本科,理工科,,100-500人,私营公司,1年内,16,0.0
广西壮族自治区,0.91,男,有相关经验,未入学,本科,理工科,超过20年,10000人以上,私营公司,超过4年,38,0.0
湖北省,0.92,其他,有相关经验,未入学,本科,文学,,10-49人,初创公司,1年内,98,0.0
广西壮族自治区,0.698,男,无相关经验,非全日制课程,本科,理工科,,,,,7,1.0
四川省,0.92,男,无相关经验,全日制课程,本科,理工科,,,,1年内,88,0.0
湖北省,0.884,男,有相关经验,未入学,硕士,理工科,,100-500人,私营公司,,112,0.0
湖北省,0.7659999999999999,其他,有相关经验,全日制课程,本科,理工科,,5000-9999人,,从未,30,1.0
香港特别行政区,0.738,,有相关经验,未入学,本科,理工科,,50-99人,融资创业公司,1年内,9,0.0
安徽省,0.855,其他,无相关经验,全日制课程,高中,,,10000人以上,私营公司,1年内,36,0.0
天津市,0.91,男,有相关经验,未入学,本科,理工科,,100-500人,私营公司,,24,0.0
澳门特别行政区,0.92,男,有相关经验,未入学,硕士,人文学科,,10000人以上,非政府组织,1年内,28,0.0
海南省,0.878,男,有相关经验,非全日制课程,本科,理工科,,50-99人,公共部门,1年内,166,0.0
湖北省,0.624,男,有相关经验,全日制课程,硕士,理工科,,50-99人,私营公司,,61,1.0
云南省,0.762,男,有相关经验,未入学,本科,理工科,超过20年,50-99人,公共部门,,24,0.0
浙江省,0.91,男,无相关经验,全日制课程,本科,理工科,,,,1年内,8,1.0
湖北省,0.903,男,有相关经验,未入学,本科,理工科,,,,1年内,133,0.0
广西壮族自治区,0.855,男,有相关经验,未入学,本科,理工科,,,,超过4年,143,0.0
